ID,Body,Question,Equation,Answer,Type,question_concat
chal-889,They decided to hold the party in their backyard. If they have 5 sets of tables and each set has 10 chairs,How many more chairs than tables do they have?,( ( 5.0 * 10.0 ) - 5.0 ),45,Subtraction,They decided to hold the party in their backyard. If they have 5 sets of tables and each set has 10 chairs How many more chairs than tables do they have?
chal-612,Paul got a box of 440 crayons for his birthday. During the school year he gave 111 crayons to his friends while he lost 106 crayons.,How many crayons did he have left?,( 440.0 - ( 111.0 + 106.0 ) ),223,Subtraction,Paul got a box of 440 crayons for his birthday. During the school year he gave 111 crayons to his friends while he lost 106 crayons. How many crayons did he have left?
chal-712,A grocery store had 19 bottles of diet soda and 60 bottles of regular soda.,How many more bottles of regular soda than diet soda did they have?,( 60.0 - 19.0 ),41,Subtraction,A grocery store had 19 bottles of diet soda and 60 bottles of regular soda. How many more bottles of regular soda than diet soda did they have?
chal-532,Jesse's room is 11 feet long and 15 feet wide. If she already has 16 square feet of carpet,How much more carpet does she need to cover the whole floor?,( ( 11.0 * 15.0 ) - 16.0 ),149,Subtraction,Jesse's room is 11 feet long and 15 feet wide. If she already has 16 square feet of carpet How much more carpet does she need to cover the whole floor?
chal-260,Kelly gives away 91 nintendo games.,How many did she have initially if she still has 92 games left?,( 91.0 + 92.0 ),183,Addition,Kelly gives away 91 nintendo games. How many did she have initially if she still has 92 games left?
chal-154,Marco and his dad went strawberry picking. Together their strawberries weighed 4 pounds. Marco's strawberries weighed 19 pounds.,How much more did his strawberries weigh than his dad's?,( 19.0 - ( 4.0 - 19.0 ) ),34,Subtraction,Marco and his dad went strawberry picking. Together their strawberries weighed 4 pounds. Marco's strawberries weighed 19 pounds. How much more did his strawberries weigh than his dad's?
chal-853,Marco and his dad went strawberry picking. Marco's strawberries weighed 30 pounds. If together their strawberries weighed 47 pounds.,How much more did his strawberries weigh than his dad's?,( 30.0 - ( 47.0 - 30.0 ) ),13,Subtraction,Marco and his dad went strawberry picking. Marco's strawberries weighed 30 pounds. If together their strawberries weighed 47 pounds. How much more did his strawberries weigh than his dad's?
chal-64,Mary is baking a cake. The recipe calls for 11 cups of flour and 7 cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flour than sugar,How many cups of flour did she put in?,( ( 11.0 - 7.0 ) - 2.0 ),2,Subtraction,Mary is baking a cake. The recipe calls for 11 cups of flour and 7 cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flour than sugar How many cups of flour did she put in?
chal-435,Bryan took a look at his books as well. He has 7 bookshelves with each having the same number of books. If he has a total of 28 books,How many books are there in each bookshelf?,( 28.0 / 7.0 ),4,Common-Division,Bryan took a look at his books as well. He has 7 bookshelves with each having the same number of books. If he has a total of 28 books How many books are there in each bookshelf?
chal-340,53 campers went rowing in the morning 48 campers went rowing in the afternoon and 49 campers went rowing in the evening.,How many more campers went rowing in the morning than in the evening?,( 53.0 - 49.0 ),4,Subtraction,53 campers went rowing in the morning 48 campers went rowing in the afternoon and 49 campers went rowing in the evening. How many more campers went rowing in the morning than in the evening?
chal-514,Danny collects bottle caps and wrappers. He found 10 bottle caps and 62 wrappers at the park. Now he has 27 bottle caps and 43 wrappers in his collection.,How many more wrappers than bottle caps does danny have now?,( 43.0 - 27.0 ),16,Subtraction,Danny collects bottle caps and wrappers. He found 10 bottle caps and 62 wrappers at the park. Now he has 27 bottle caps and 43 wrappers in his collection. How many more wrappers than bottle caps does danny have now?
chal-749,Dan has $ 7. He bought a candy bar for $ 2 and a chocolate for $ 3.,How much money is left?,( 7.0 - ( 2.0 + 3.0 ) ),2,Subtraction,Dan has $ 7. He bought a candy bar for $ 2 and a chocolate for $ 3. How much money is left?
chal-488,Debby bought 153 water bottles when they were on sale. She drank the same number of bottles each day. If the bottles lasted for 17 days,How many bottles did she drink each day?,( 153.0 / 17.0 ),9,Common-Division,Debby bought 153 water bottles when they were on sale. She drank the same number of bottles each day. If the bottles lasted for 17 days How many bottles did she drink each day?
chal-525,A waiter had 3 customers. After some more arrived he had 8 customers.,How many new customers arrived?,( 8.0 - 3.0 ),5,Subtraction,A waiter had 3 customers. After some more arrived he had 8 customers. How many new customers arrived?
chal-894,There were 13 roses and 84 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 91 orchids and 14 roses in the vase.,How many roses did she cut?,( 14.0 - 13.0 ),1,Subtraction,There were 13 roses and 84 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 91 orchids and 14 roses in the vase. How many roses did she cut?
chal-953,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 132 visitors came to the Buckingham palace that day. If 406 people visited the Buckingham palace within the past 327 days",How many visitors visited the Buckingham palace on the previous day?,( 406.0 - 132.0 ),274,Subtraction,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 132 visitors came to the Buckingham palace that day. If 406 people visited the Buckingham palace within the past 327 days How many visitors visited the Buckingham palace on the previous day?"
chal-187,Matthew had 15 crackers. If Matthew gave equal numbers of crackers to his 5 friends and still had 10 crackers left,How many crackers did each friend eat?,( ( 15.0 - 10.0 ) / 5.0 ),1,Common-Division,Matthew had 15 crackers. If Matthew gave equal numbers of crackers to his 5 friends and still had 10 crackers left How many crackers did each friend eat?
chal-674,The Ferris wheel in paradise park has 18 seats. Each seat can hold 15 people. If 10 seats are broken,How many people can ride the Ferris wheel at the same time?,( ( 18.0 - 10.0 ) * 15.0 ),120,Multiplication,The Ferris wheel in paradise park has 18 seats. Each seat can hold 15 people. If 10 seats are broken How many people can ride the Ferris wheel at the same time?
chal-344,A book has 2 chapters. The first chapter is 37 pages long. The second chapter is 80 pages long.,How many more pages does the second chapter have than the first chapter?,( 80.0 - 37.0 ),43,Subtraction,A book has 2 chapters. The first chapter is 37 pages long. The second chapter is 80 pages long. How many more pages does the second chapter have than the first chapter?
chal-378,Jack received 6 emails and 8 letters in the morning. He then received 2 emails and 7 letters in the afternoon.,How many more letters did Jack receive in the morning than in the afternoon?,( 8.0 - 7.0 ),1,Subtraction,Jack received 6 emails and 8 letters in the morning. He then received 2 emails and 7 letters in the afternoon. How many more letters did Jack receive in the morning than in the afternoon?
chal-904,Danny collects bottle caps and wrappers. He found 58 bottle caps and 25 wrappers at the park. Now he has 11 wrappers and 12 bottle caps in his collection.,How many more bottle caps than wrappers does danny have now?,( 12.0 - 11.0 ),1,Subtraction,Danny collects bottle caps and wrappers. He found 58 bottle caps and 25 wrappers at the park. Now he has 11 wrappers and 12 bottle caps in his collection. How many more bottle caps than wrappers does danny have now?
chal-369,Edward spent $ 4 to buy books and $ 3 to buy pens. Now he has $ 12.,How much did Edward spend on books and pens?,( 4.0 + 3.0 ),7,Addition,Edward spent $ 4 to buy books and $ 3 to buy pens. Now he has $ 12. How much did Edward spend on books and pens?
chal-569,"Rachel had to complete 9 pages of math homework, 11 pages of reading homework and 29 more pages of biology homework.",How many pages of math and reading homework did she have to complete?,( 9.0 + 11.0 ),20,Addition,"Rachel had to complete 9 pages of math homework, 11 pages of reading homework and 29 more pages of biology homework. How many pages of math and reading homework did she have to complete?"
chal-276,Mary is baking a cake. The recipe calls for 9 cups of sugar 7 cups of flour and 4 cups of salt. She already put in 2 cups of flour.,How many more cups of flour than cups of salt does she need to add now?,( ( 7.0 - 2.0 ) - 4.0 ),1,Subtraction,Mary is baking a cake. The recipe calls for 9 cups of sugar 7 cups of flour and 4 cups of salt. She already put in 2 cups of flour. How many more cups of flour than cups of salt does she need to add now?
chal-691,Every day Ryan spends 5 hours on learning english and 4 hours on learning chinese. If he learns for 6 days,How many hours does he spend on learning chinese in all?,( 4.0 * 6.0 ),24,Multiplication,Every day Ryan spends 5 hours on learning english and 4 hours on learning chinese. If he learns for 6 days How many hours does he spend on learning chinese in all?
chal-267,Paul had 108 books. After selling some books in a garage sale and giving 35 books to his friend he had 62 books left.,How many books did he sell in the garage sale?,( ( 108.0 - 35.0 ) - 62.0 ),11,Subtraction,Paul had 108 books. After selling some books in a garage sale and giving 35 books to his friend he had 62 books left. How many books did he sell in the garage sale?
